Date,Open,High,Low,Close,Adj Close,Volume
4/25/2018,7325,7325,7325,7325,6509.234863,0
4/26/2018,7325,7325,7325,7325,6509.234863,0
4/27/2018,7325,7325,7325,7325,6509.234863,0
4/30/2018,7275,7300,7150,7150,6353.724121,20489400
5/1/2018,7150,7150,7150,7150,6353.724121,0
5/2/2018,7200,7375,7150,7375,6553.666016,28029500
5/3/2018,7375,7400,7275,7275,6464.802246,38116700
5/4/2018,7200,7300,7125,7250,6559.807129,20155100
5/7/2018,7300,7300,7050,7075,6401.466797,24167400
5/8/2018,7075,7100,6825,6950,6288.366699,45877500
5/9/2018,6800,7125,6800,7100,6424.086914,51249600
5/10/2018,7100,7100,7100,7100,6424.086914,0
5/11/2018,7150,7200,7050,7050,6378.84668,21370800
5/14/2018,6950,7100,6950,7025,6356.227051,28081600
5/15/2018,7025,7100,6925,6925,6265.746582,30656400
5/16/2018,6900,6925,6650,6900,6243.126953,39298500
5/17/2018,6900,6925,6725,6725,6084.786133,31996300
5/18/2018,6800,6800,6525,6525,5903.826172,32946300
5/21/2018,6600,6675,6525,6525,5903.826172,19666000
5/22/2018,6575,7000,6550,6950,6288.366699,52564600
5/23/2018,7000,7225,6950,7000,6333.606445,46432300
5/24/2018,7150,7300,7125,7225,6537.186523,31517700
5/25/2018,7275,7275,7050,7250,6559.807129,23149300
5/28/2018,7100,7300,7100,7175,6491.946777,20768800
5/29/2018,7175,7175,7175,7175,6491.946777,0
5/30/2018,7125,7200,6950,7000,6333.606445,38264900
5/31/2018,7075,7150,6850,6900,6243.126953,99330400
6/1/2018,6900,6900,6900,6900,6243.126953,0
6/4/2018,7050,7100,6975,7000,6333.606445,29071700
6/5/2018,6950,7050,6950,7000,6333.606445,32973400
6/6/2018,7000,7025,6950,6975,6310.986328,27978000
6/7/2018,7000,7025,6950,6975,6310.986328,34005400
6/8/2018,6875,6975,6875,6900,6243.126953,82723800
6/11/2018,6900,6900,6900,6900,6243.126953,0
6/12/2018,6900,6900,6900,6900,6243.126953,0
6/13/2018,6900,6900,6900,6900,6243.126953,0
6/14/2018,6900,6900,6900,6900,6243.126953,0
6/15/2018,6900,6900,6900,6900,6243.126953,0
6/18/2018,6900,6900,6900,6900,6243.126953,0
6/19/2018,6900,6900,6900,6900,6243.126953,0
6/20/2018,6850,6950,6625,6950,6288.366699,94750500
6/21/2018,7100,7100,6675,6675,6039.547363,40710000
6/22/2018,6675,6675,6575,6600,5971.686035,30220100
6/25/2018,6700,6725,6575,6600,5971.686035,35216300
6/26/2018,6550,6800,6550,6700,6062.166504,21592800
6/27/2018,6725,6750,6425,6425,5813.34668,26041600
6/28/2018,6425,6475,6275,6350,5745.48584,47122000
6/29/2018,6400,6600,6375,6600,5971.686035,44077400
7/2/2018,6650,6650,6250,6250,5655.005859,30044400
7/3/2018,6250,6400,6100,6100,5519.285645,31918600
7/4/2018,6175,6425,6125,6250,5655.005859,26706500
7/5/2018,6200,6375,6200,6300,5700.246094,10071000
7/6/2018,6375,6375,6250,6300,5700.246094,12516100
7/9/2018,6350,6400,6250,6325,5722.866211,17337000
7/10/2018,6450,6550,6350,6350,5745.48584,36086900
7/11/2018,6300,6625,6275,6625,5994.306152,29415100
7/12/2018,6575,6700,6550,6675,6039.547363,22465500
7/13/2018,6750,6825,6650,6800,6152.646484,27647800
7/16/2018,6700,6725,6550,6700,6062.166504,16831500
7/17/2018,6550,6675,6500,6625,5994.306152,15901500
7/18/2018,6700,6750,6575,6650,6016.92627,19002100
7/19/2018,6650,6750,6650,6700,6062.166504,27562100
7/20/2018,6700,6750,6575,6675,6039.547363,22005400
7/23/2018,6750,6750,6675,6675,6039.547363,13735600
7/24/2018,6625,6750,6625,6650,6016.92627,8932500
7/25/2018,6725,6900,6650,6875,6220.506348,15946900
7/26/2018,6925,6950,6650,6675,6039.547363,20823800
7/27/2018,6700,7000,6700,6975,6310.986328,31156700
7/30/2018,7000,7100,6900,7100,6424.086914,21379900
7/31/2018,7050,7150,6975,7150,6469.327148,25841400
8/1/2018,7150,7475,7150,7475,6763.386719,53935800
8/2/2018,7500,7500,7300,7300,6605.046387,19141400
8/3/2018,7275,7300,7050,7125,6446.706543,24035700
8/6/2018,7250,7475,7200,7425,6718.146973,37077600
8/7/2018,7475,7475,7325,7375,6672.907715,23222200
8/8/2018,7400,7450,7325,7425,6718.146973,16794100
8/9/2018,7300,7525,7300,7500,6786.007324,17331500
8/10/2018,7450,7475,7325,7400,6695.527344,16288400
8/13/2018,7275,7275,7075,7100,6424.086914,25732900
8/14/2018,7075,7225,6825,6825,6175.266602,34274000
8/15/2018,6900,7050,6600,6975,6310.986328,44615000
8/16/2018,6975,7250,6850,7100,6424.086914,21705200
8/17/2018,7100,7100,7100,7100,6424.086914,0
8/20/2018,7250,7400,7150,7400,6695.527344,44690500
8/21/2018,7400,7475,7325,7475,6763.386719,20659500
8/22/2018,7475,7475,7475,7475,6763.386719,0
8/23/2018,7475,7525,7300,7425,6718.146973,30246600
8/24/2018,7375,7450,7275,7375,6672.907715,15617800
8/27/2018,7375,7600,7350,7575,6853.867188,32820400
8/28/2018,7575,7600,7350,7350,6650.287109,17798200
8/29/2018,7450,7550,7375,7475,6763.386719,26083000
8/30/2018,7500,7500,7350,7475,6763.386719,15151400
8/31/2018,7400,7400,7200,7250,6559.807129,40829300
9/3/2018,7275,7275,7075,7100,6424.086914,25016000
9/4/2018,7100,7100,7000,7075,6401.466797,30739500
9/5/2018,6900,6950,6725,6775,6130.026367,52098900
9/6/2018,6675,6875,6600,6800,6152.646484,60188600
9/7/2018,6900,7175,6825,7175,6491.946777,42928600
9/10/2018,7125,7175,6975,7175,6491.946777,21884300
9/11/2018,7175,7175,7175,7175,6491.946777,0
9/12/2018,7175,7275,7125,7125,6446.706543,27126400
9/13/2018,7275,7275,7000,7075,6401.466797,22644700
9/14/2018,7075,7225,7050,7225,6537.186523,17697900
9/17/2018,7125,7125,6950,6950,6288.366699,15380700
9/18/2018,6925,7125,6875,7025,6356.227051,31839500
9/19/2018,7100,7400,7100,7400,6695.527344,28048600
9/20/2018,7400,7575,7325,7500,6786.007324,37420600
9/21/2018,7475,7475,7225,7250,6559.807129,48533000
9/24/2018,7200,7225,7075,7125,6446.706543,24764900
9/25/2018,7100,7200,7075,7200,6514.566406,14404300
9/26/2018,7200,7425,7200,7350,6650.287109,25803300
9/27/2018,7225,7375,7200,7375,6672.907715,29349300
9/28/2018,7275,7450,7275,7350,6650.287109,31995300
10/1/2018,7225,7475,7225,7325,6627.66748,14131300
10/2/2018,7450,7450,7125,7200,6514.566406,19915100
10/3/2018,7250,7275,7175,7200,6514.566406,16575900
10/4/2018,7125,7150,7025,7075,6401.466797,19705600
10/5/2018,6975,7050,6900,6950,6342.151855,25996300
10/8/2018,6900,6975,6850,6850,6250.897461,19133100
10/9/2018,6975,7025,6850,7025,6410.592285,17361000
10/10/2018,7000,7050,6900,6950,6342.151855,17102700
10/11/2018,6800,6825,6700,6725,6136.830566,40456500
10/12/2018,6775,6925,6775,6850,6250.897461,28756200
10/15/2018,6850,6925,6825,6850,6250.897461,18822300
10/16/2018,6900,6975,6825,6975,6364.964844,18553300
10/17/2018,7075,7100,6975,7025,6410.592285,23333900
10/18/2018,7025,7025,6950,7025,6410.592285,12591900
10/19/2018,7000,7350,6975,7300,6661.540527,48440500
10/22/2018,7275,7300,7200,7275,6638.727539,22418400
10/23/2018,7200,7375,7125,7350,6707.167969,38954800
10/24/2018,7350,7450,7300,7300,6661.540527,36406600
10/25/2018,7100,7375,7100,7375,6729.981445,26522600
10/26/2018,7375,7425,7275,7425,6775.60791,22297400
10/29/2018,7475,7625,7450,7500,6844.04834,50786300
10/30/2018,7500,7750,7450,7700,7026.556641,39056900
10/31/2018,7725,7900,7700,7900,7209.064453,46586400
11/1/2018,7925,8050,7900,8050,7345.945801,59367100
11/2/2018,8150,8200,8050,8175,7460.012695,58720200
11/5/2018,8150,8250,8050,8250,7528.453613,32945600
11/6/2018,8250,8250,7975,8100,7391.571777,40294600
11/7/2018,8125,8325,8050,8225,7505.639648,44005500
11/8/2018,8300,8425,8150,8200,7482.826172,48031900
11/9/2018,8200,8250,8100,8175,7460.012695,26391600
11/12/2018,8050,8125,7875,7875,7186.251465,27601900
11/13/2018,7850,8100,7825,8000,7300.318359,40483500
11/14/2018,8200,8300,8100,8175,7460.012695,35668500
11/15/2018,8325,8525,8275,8525,7779.402344,59979400
11/16/2018,8500,8575,8400,8550,7802.21582,45617600
11/19/2018,8550,8550,8400,8500,7756.588379,26364000
11/20/2018,8500,8500,8500,8500,7756.588379,0
11/21/2018,8300,8575,8275,8450,7710.961426,27715700
11/22/2018,8250,8475,8250,8450,7710.961426,21296200
11/23/2018,8400,8425,8300,8400,7665.334961,7150800
11/26/2018,8375,8425,8325,8325,7596.894043,18712300
11/27/2018,8225,8450,8225,8400,7665.334961,21522600
11/28/2018,8400,8400,8175,8400,7665.334961,40728200
11/29/2018,8450,8575,8400,8475,7733.774902,46667000
11/30/2018,8575,8625,8375,8550,7802.21582,69165200
12/3/2018,8700,8775,8525,8600,7847.841309,44652600
